"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
4004,3,9,1981,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
4198,4,6,1981,2,"DM","M","","50","Dipodomys","merriami","Rodent","Control"
4238,4,6,1981,2,"DM","M","","46","Dipodomys","merriami","Rodent","Control"
4243,4,6,1981,2,"DM","F","","44","Dipodomys","merriami","Rodent","Control"
4251,4,6,1981,2,"DM","F","","47","Dipodomys","merriami","Rodent","Control"
4268,4,6,1981,2,"DM","F","","50","Dipodomys","merriami","Rodent","Control"
4271,4,6,1981,2,"DM","F","","45","Dipodomys","merriami","Rodent","Control"
4276,4,6,1981,2,"DM","M","","46","Dipodomys","merriami","Rodent","Control"
4306,4,6,1981,2,"DM","M","","41","Dipodomys","merriami","Rodent","Control"
4317,4,6,1981,2,"DM","M","","51","Dipodomys","merriami","Rodent","Control"
4320,4,6,1981,2,"DM","F","","46","Dipodomys","merriami","Rodent","Control"
4341,4,6,1981,2,"DM","M","","43","Dipodomys","merriami","Rodent","Control"
4347,4,6,1981,2,"DM","F","","34","Dipodomys","merriami","Rodent","Control"
4452,5,4,1981,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
4482,5,4,1981,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
4520,6,4,1981,2,"DM","M","34","38","Dipodomys","merriami","Rodent","Control"
4548,6,4,1981,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
4685,7,8,1981,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
4693,7,30,1981,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
4714,7,30,1981,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
4952,10,26,1981,2,"DM","F","37","38","Dipodomys","merriami","Rodent","Control"
5044,11,23,1981,2,"DM","F","36","36","Dipodomys","merriami","Rodent","Control"
5063,11,23,1981,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
5167,1,1,1982,2,"DM","M","35","45","Dipodomys","merriami","Rodent","Control"
5288,1,25,1982,2,"DM","M","35","44","Dipodomys","merriami","Rodent","Control"
5483,2,24,1982,2,"DM","M","34","44","Dipodomys","merriami","Rodent","Control"
6006,6,28,1982,2,"DM","F","35","32","Dipodomys","merriami","Rodent","Control"
6184,7,25,1982,2,"DM","M","","38","Dipodomys","merriami","Rodent","Control"
6470,8,16,1982,2,"DM","M","35","39","Dipodomys","merriami","Rodent","Control"
6474,8,16,1982,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
6491,8,16,1982,2,"DM","","","","Dipodomys","merriami","Rodent","Control"
6520,9,18,1982,2,"DM","M","37","40","Dipodomys","merriami","Rodent","Control"
6523,9,18,1982,2,"DM","F","36","38","Dipodomys","merriami","Rodent","Control"
6528,9,18,1982,2,"DM","M","34","45","Dipodomys","merriami","Rodent","Control"
6549,9,18,1982,2,"DM","F","34","33","Dipodomys","merriami","Rodent","Control"
6553,9,18,1982,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
6824,10,24,1982,2,"DM","M","37","43","Dipodomys","merriami","Rodent","Control"
6832,10,24,1982,2,"DM","M","37","40","Dipodomys","merriami","Rodent","Control"
6837,10,24,1982,2,"DM","F","35","36","Dipodomys","merriami","Rodent","Control"
6842,10,24,1982,2,"DM","M","34","42","Dipodomys","merriami","Rodent","Control"
6889,10,24,1982,2,"DM","F","36","37","Dipodomys","merriami","Rodent","Control"
6939,10,24,1982,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
6944,10,24,1982,2,"DM","M","38","43","Dipodomys","merriami","Rodent","Control"
6945,10,24,1982,2,"DM","F","36","39","Dipodomys","merriami","Rodent","Control"
7061,11,22,1982,2,"DM","M","36","39","Dipodomys","merriami","Rodent","Control"
7080,11,22,1982,2,"DM","F","33","37","Dipodomys","merriami","Rodent","Control"
7246,1,13,1983,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
7294,1,13,1983,2,"DM","F","35","36","Dipodomys","merriami","Rodent","Control"
7402,2,27,1983,2,"DM","M","35","44","Dipodomys","merriami","Rodent","Control"
7420,2,27,1983,2,"DM","F","36","42","Dipodomys","merriami","Rodent","Control"
7553,3,15,1983,2,"DM","M","37","43","Dipodomys","merriami","Rodent","Control"
7558,3,15,1983,2,"DM","F","35","36","Dipodomys","merriami","Rodent","Control"
7715,4,17,1983,2,"DM","M","36","45","Dipodomys","merriami","Rodent","Control"
7723,4,17,1983,2,"DM","F","37","39","Dipodomys","merriami","Rodent","Control"
7735,4,17,1983,2,"DM","M","37","41","Dipodomys","merriami","Rodent","Control"
7884,5,15,1983,2,"DM","F","36","40","Dipodomys","merriami","Rodent","Control"
7895,5,15,1983,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
7916,5,15,1983,2,"DM","M","36","46","Dipodomys","merriami","Rodent","Control"
8125,7,17,1983,2,"DM","M","35","38","Dipodomys","merriami","Rodent","Control"
8235,8,16,1983,2,"DM","M","36","38","Dipodomys","merriami","Rodent","Control"
8339,9,11,1983,2,"DM","M","34","38","Dipodomys","merriami","Rodent","Control"
8359,9,11,1983,2,"DM","F","35","42","Dipodomys","merriami","Rodent","Control"
8413,9,11,1983,2,"DM","M","36","43","Dipodomys","merriami","Rodent","Control"
8494,10,16,1983,2,"DM","M","34","37","Dipodomys","merriami","Rodent","Control"
8631,11,13,1983,2,"DM","M","35","37","Dipodomys","merriami","Rodent","Control"
8656,11,13,1983,2,"DM","F","35","37","Dipodomys","merriami","Rodent","Control"
8800,12,9,1983,2,"DM","F","36","37","Dipodomys","merriami","Rodent","Control"
8903,2,5,1984,2,"DM","F","37","36","Dipodomys","merriami","Rodent","Control"
8954,3,13,1984,2,"DM","M","36","43","Dipodomys","merriami","Rodent","Control"
8961,3,13,1984,2,"DM","F","35","38","Dipodomys","merriami","Rodent","Control"
9034,4,10,1984,2,"DM","M","35","41","Dipodomys","merriami","Rodent","Control"
9133,5,13,1984,2,"DM","F","36","44","Dipodomys","merriami","Rodent","Control"
9156,5,13,1984,2,"DM","M","35","45","Dipodomys","merriami","Rodent","Control"
9180,5,13,1984,2,"DM","M","37","46","Dipodomys","merriami","Rodent","Control"
9182,5,13,1984,2,"DM","F","36","45","Dipodomys","merriami","Rodent","Control"
9269,5,28,1984,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
9452,8,1,1984,2,"DM","F","34","39","Dipodomys","merriami","Rodent","Control"
9572,9,30,1984,2,"DM","F","35","34","Dipodomys","merriami","Rodent","Control"
9672,10,21,1984,2,"DM","F","37","40","Dipodomys","merriami","Rodent","Control"
9762,12,31,1984,2,"DM","F","36","36","Dipodomys","merriami","Rodent","Control"
9767,12,31,1984,2,"DM","F","37","34","Dipodomys","merriami","Rodent","Control"
9873,1,20,1985,2,"DM","F","35","30","Dipodomys","merriami","Rodent","Control"
9880,1,20,1985,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
9894,1,20,1985,2,"DM","F","35","33","Dipodomys","merriami","Rodent","Control"
9901,1,20,1985,2,"DM","M","37","35","Dipodomys","merriami","Rodent","Control"
9920,1,20,1985,2,"DM","F","36","36","Dipodomys","merriami","Rodent","Control"
9980,2,17,1985,2,"DM","F","35","37","Dipodomys","merriami","Rodent","Control"
9984,2,17,1985,2,"DM","M","36","39","Dipodomys","merriami","Rodent","Control"
10001,2,17,1985,2,"DM","F","35","39","Dipodomys","merriami","Rodent","Control"
10004,2,17,1985,2,"DM","F","34","37","Dipodomys","merriami","Rodent","Control"
10006,2,17,1985,2,"DM","F","35","42","Dipodomys","merriami","Rodent","Control"
10021,2,17,1985,2,"DM","M","35","44","Dipodomys","merriami","Rodent","Control"
10031,2,17,1985,2,"DM","F","36","37","Dipodomys","merriami","Rodent","Control"
10092,3,17,1985,2,"DM","F","35","38","Dipodomys","merriami","Rodent","Control"
10109,3,17,1985,2,"DM","F","36","43","Dipodomys","merriami","Rodent","Control"
10114,3,17,1985,2,"DM","F","35","39","Dipodomys","merriami","Rodent","Control"
10254,4,21,1985,2,"DM","M","35","27","Dipodomys","merriami","Rodent","Control"
10277,4,21,1985,2,"DM","F","37","44","Dipodomys","merriami","Rodent","Control"
10290,4,21,1985,2,"DM","F","36","44","Dipodomys","merriami","Rodent","Control"
10318,4,21,1985,2,"DM","F","37","43","Dipodomys","merriami","Rodent","Control"
10354,4,21,1985,2,"DM","F","35","39","Dipodomys","merriami","Rodent","Control"
10363,4,21,1985,2,"DM","F","37","43","Dipodomys","merriami","Rodent","Control"
10366,4,21,1985,2,"DM","M","37","46","Dipodomys","merriami","Rodent","Control"
10411,5,24,1985,2,"DM","M","35","33","Dipodomys","merriami","Rodent","Control"
10415,5,24,1985,2,"DM","F","36","40","Dipodomys","merriami","Rodent","Control"
10421,5,24,1985,2,"DM","F","35","39","Dipodomys","merriami","Rodent","Control"
10430,5,24,1985,2,"DM","F","33","17","Dipodomys","merriami","Rodent","Control"
10447,5,24,1985,2,"DM","F","35","38","Dipodomys","merriami","Rodent","Control"
10500,6,16,1985,2,"DM","F","36","42","Dipodomys","merriami","Rodent","Control"
10517,6,16,1985,2,"DM","F","32","15","Dipodomys","merriami","Rodent","Control"
10518,6,16,1985,2,"DM","F","36","40","Dipodomys","merriami","Rodent","Control"
10532,6,16,1985,2,"DM","F","33","30","Dipodomys","merriami","Rodent","Control"
10595,7,24,1985,2,"DM","F","37","41","Dipodomys","merriami","Rodent","Control"
10600,7,24,1985,2,"DM","F","32","17","Dipodomys","merriami","Rodent","Control"
10603,7,24,1985,2,"DM","F","36","37","Dipodomys","merriami","Rodent","Control"
10610,7,24,1985,2,"DM","F","33","32","Dipodomys","merriami","Rodent","Control"
10621,7,24,1985,2,"DM","F","37","36","Dipodomys","merriami","Rodent","Control"
10623,7,24,1985,2,"DM","F","35","33","Dipodomys","merriami","Rodent","Control"
10686,8,20,1985,2,"DM","F","35","48","Dipodomys","merriami","Rodent","Control"
10693,8,20,1985,2,"DM","F","34","24","Dipodomys","merriami","Rodent","Control"
10716,8,20,1985,2,"DM","F","35","38","Dipodomys","merriami","Rodent","Control"
10784,9,22,1985,2,"DM","F","37","46","Dipodomys","merriami","Rodent","Control"
10802,9,22,1985,2,"DM","F","37","59","Dipodomys","merriami","Rodent","Control"
10804,9,22,1985,2,"DM","F","33","41","Dipodomys","merriami","Rodent","Control"
10899,10,13,1985,2,"DM","M","37","42","Dipodomys","merriami","Rodent","Control"
10909,10,13,1985,2,"DM","F","37","48","Dipodomys","merriami","Rodent","Control"
10920,10,13,1985,2,"DM","F","37","40","Dipodomys","merriami","Rodent","Control"
11013,11,17,1985,2,"DM","M","38","43","Dipodomys","merriami","Rodent","Control"
11015,11,17,1985,2,"DM","M","34","46","Dipodomys","merriami","Rodent","Control"
11063,11,17,1985,2,"DM","F","37","46","Dipodomys","merriami","Rodent","Control"
11074,11,17,1985,2,"DM","M","37","46","Dipodomys","merriami","Rodent","Control"
11092,11,17,1985,2,"DM","F","36","39","Dipodomys","merriami","Rodent","Control"
11148,12,8,1985,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
11150,12,8,1985,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
11161,12,8,1985,2,"DM","F","37","39","Dipodomys","merriami","Rodent","Control"
11186,12,8,1985,2,"DM","M","38","42","Dipodomys","merriami","Rodent","Control"
11187,12,8,1985,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
11197,12,8,1985,2,"DM","F","37","44","Dipodomys","merriami","Rodent","Control"
11210,12,8,1985,2,"DM","F","35","40","Dipodomys","merriami","Rodent","Control"
11284,3,9,1986,2,"DM","M","38","44","Dipodomys","merriami","Rodent","Control"
11291,3,9,1986,2,"DM","F","37","40","Dipodomys","merriami","Rodent","Control"
11304,3,9,1986,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
11305,3,9,1986,2,"DM","F","36","49","Dipodomys","merriami","Rodent","Control"
11316,3,9,1986,2,"DM","F","36","38","Dipodomys","merriami","Rodent","Control"
11327,3,9,1986,2,"DM","M","37","50","Dipodomys","merriami","Rodent","Control"
11387,4,13,1986,2,"DM","M","37","42","Dipodomys","merriami","Rodent","Control"
11388,4,13,1986,2,"DM","F","37","42","Dipodomys","merriami","Rodent","Control"
11391,4,13,1986,2,"DM","M","34","26","Dipodomys","merriami","Rodent","Control"
11408,4,13,1986,2,"DM","F","35","49","Dipodomys","merriami","Rodent","Control"
11421,4,13,1986,2,"DM","M","38","44","Dipodomys","merriami","Rodent","Control"
11489,5,11,1986,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
11514,5,11,1986,2,"DM","M","38","37","Dipodomys","merriami","Rodent","Control"
11515,5,11,1986,2,"DM","F","34","43","Dipodomys","merriami","Rodent","Control"
11535,5,11,1986,2,"DM","M","34","46","Dipodomys","merriami","Rodent","Control"
11584,6,5,1986,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
11595,6,5,1986,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
11600,6,5,1986,2,"DM","M","37","36","Dipodomys","merriami","Rodent","Control"
11608,6,5,1986,2,"DM","F","37","53","Dipodomys","merriami","Rodent","Control"
11684,7,4,1986,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
11695,7,4,1986,2,"DM","F","35","43","Dipodomys","merriami","Rodent","Control"
11722,7,4,1986,2,"DM","M","35","36","Dipodomys","merriami","Rodent","Control"
11772,8,10,1986,2,"DM","M","38","46","Dipodomys","merriami","Rodent","Control"
11784,8,10,1986,2,"DM","M","34","31","Dipodomys","merriami","Rodent","Control"
11788,8,10,1986,2,"DM","M","38","40","Dipodomys","merriami","Rodent","Control"
11791,8,10,1986,2,"DM","M","35","45","Dipodomys","merriami","Rodent","Control"
11841,9,7,1986,2,"DM","M","36","46","Dipodomys","merriami","Rodent","Control"
11862,9,7,1986,2,"DM","M","35","45","Dipodomys","merriami","Rodent","Control"
11920,10,5,1986,2,"DM","M","37","53","Dipodomys","merriami","Rodent","Control"
12011,11,16,1986,2,"DM","F","36","46","Dipodomys","merriami","Rodent","Control"
12014,11,16,1986,2,"DM","M","35","49","Dipodomys","merriami","Rodent","Control"
12056,11,16,1986,2,"DM","M","35","44","Dipodomys","merriami","Rodent","Control"
12117,12,15,1986,2,"DM","F","36","44","Dipodomys","merriami","Rodent","Control"
12137,12,15,1986,2,"DM","M","37","49","Dipodomys","merriami","Rodent","Control"
12138,12,15,1986,2,"DM","F","35","39","Dipodomys","merriami","Rodent","Control"
12234,2,1,1987,2,"DM","M","32","45","Dipodomys","merriami","Rodent","Control"
12249,2,1,1987,2,"DM","F","36","45","Dipodomys","merriami","Rodent","Control"
12389,3,2,1987,2,"DM","M","35","47","Dipodomys","merriami","Rodent","Control"
12394,3,2,1987,2,"DM","F","34","38","Dipodomys","merriami","Rodent","Control"
12407,3,2,1987,2,"DM","F","37","42","Dipodomys","merriami","Rodent","Control"
12419,3,2,1987,2,"DM","M","35","49","Dipodomys","merriami","Rodent","Control"
12439,3,2,1987,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
12533,4,6,1987,2,"DM","M","36","46","Dipodomys","merriami","Rodent","Control"
12535,4,6,1987,2,"DM","F","36","42","Dipodomys","merriami","Rodent","Control"
12545,4,6,1987,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
12676,4,26,1987,2,"DM","M","36","46","Dipodomys","merriami","Rodent","Control"
12764,5,28,1987,2,"DM","F","36","45","Dipodomys","merriami","Rodent","Control"
12780,5,28,1987,2,"DM","M","35","44","Dipodomys","merriami","Rodent","Control"
12966,7,1,1987,2,"DM","M","34","47","Dipodomys","merriami","Rodent","Control"
12972,7,1,1987,2,"DM","F","33","25","Dipodomys","merriami","Rodent","Control"
13112,7,26,1987,2,"DM","","","","Dipodomys","merriami","Rodent","Control"
13145,7,26,1987,2,"DM","F","","40","Dipodomys","merriami","Rodent","Control"
13167,7,26,1987,2,"DM","F","","32","Dipodomys","merriami","Rodent","Control"
13267,8,26,1987,2,"DM","F","37","44","Dipodomys","merriami","Rodent","Control"
13481,9,27,1987,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
13589,10,25,1987,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
13757,11,22,1987,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
13820,11,22,1987,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
13822,11,22,1987,2,"DM","M","35","38","Dipodomys","merriami","Rodent","Control"
13920,1,24,1988,2,"DM","M","36","38","Dipodomys","merriami","Rodent","Control"
13922,1,24,1988,2,"DM","F","37","41","Dipodomys","merriami","Rodent","Control"
13935,1,24,1988,2,"DM","M","34","47","Dipodomys","merriami","Rodent","Control"
14098,2,22,1988,2,"DM","F","36","40","Dipodomys","merriami","Rodent","Control"
14104,2,22,1988,2,"DM","M","36","45","Dipodomys","merriami","Rodent","Control"
14119,2,22,1988,2,"DM","M","36","38","Dipodomys","merriami","Rodent","Control"
14123,2,22,1988,2,"DM","F","36","42","Dipodomys","merriami","Rodent","Control"
14134,2,22,1988,2,"DM","M","37","48","Dipodomys","merriami","Rodent","Control"
14258,3,21,1988,2,"DM","M","36","43","Dipodomys","merriami","Rodent","Control"
14279,3,21,1988,2,"DM","F","37","42","Dipodomys","merriami","Rodent","Control"
14322,3,21,1988,2,"DM","M","38","48","Dipodomys","merriami","Rodent","Control"
14423,4,19,1988,2,"DM","F","37","44","Dipodomys","merriami","Rodent","Control"
14491,5,15,1988,2,"DM","F","37","48","Dipodomys","merriami","Rodent","Control"
14540,5,15,1988,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
14603,6,12,1988,2,"DM","F","38","41","Dipodomys","merriami","Rodent","Control"
14697,7,15,1988,2,"DM","F","37","42","Dipodomys","merriami","Rodent","Control"
14787,8,9,1988,2,"DM","M","37","41","Dipodomys","merriami","Rodent","Control"
14794,8,10,1988,2,"DM","M","35","24","Dipodomys","merriami","Rodent","Control"
14797,8,10,1988,2,"DM","F","32","40","Dipodomys","merriami","Rodent","Control"
14889,9,12,1988,2,"DM","M","37","35","Dipodomys","merriami","Rodent","Control"
14988,10,9,1988,2,"DM","M","37","43","Dipodomys","merriami","Rodent","Control"
16292,7,4,1989,2,"DM","M","","46","Dipodomys","merriami","Rodent","Control"
16377,7,30,1989,2,"DM","F","37","51","Dipodomys","merriami","Rodent","Control"
17298,3,30,1990,2,"DM","F","37","46","Dipodomys","merriami","Rodent","Control"
17320,3,30,1990,2,"DM","M","37","50","Dipodomys","merriami","Rodent","Control"
17331,3,30,1990,2,"DM","M","37","43","Dipodomys","merriami","Rodent","Control"
17910,10,16,1990,2,"DM","M","36","38","Dipodomys","merriami","Rodent","Control"
17915,10,16,1990,2,"DM","F","37","45","Dipodomys","merriami","Rodent","Control"
17973,11,10,1990,2,"DM","F","37","47","Dipodomys","merriami","Rodent","Control"
18096,12,15,1990,2,"DM","F","36","44","Dipodomys","merriami","Rodent","Control"
18193,1,11,1991,2,"DM","F","34","48","Dipodomys","merriami","Rodent","Control"
18201,1,11,1991,2,"DM","M","37","51","Dipodomys","merriami","Rodent","Control"
18654,5,13,1991,2,"DM","F","37","54","Dipodomys","merriami","Rodent","Control"
18743,6,13,1991,2,"DM","F","35","44","Dipodomys","merriami","Rodent","Control"
18821,7,12,1991,2,"DM","F","36","45","Dipodomys","merriami","Rodent","Control"
19378,12,7,1991,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
19427,12,7,1991,2,"DM","F","36","41","Dipodomys","merriami","Rodent","Control"
19539,1,8,1992,2,"DM","M","36","42","Dipodomys","merriami","Rodent","Control"
19806,3,7,1992,2,"DM","M","36","47","Dipodomys","merriami","Rodent","Control"
19866,4,4,1992,2,"DM","M","37","49","Dipodomys","merriami","Rodent","Control"
20856,5,22,1993,2,"DM","F","36","55","Dipodomys","merriami","Rodent","Control"
21167,10,15,1993,2,"DM","M","35","34","Dipodomys","merriami","Rodent","Control"
21215,11,13,1993,2,"DM","M","36","39","Dipodomys","merriami","Rodent","Control"
21223,11,13,1993,2,"DM","M","36","49","Dipodomys","merriami","Rodent","Control"
21269,12,14,1993,2,"DM","M","35","48","Dipodomys","merriami","Rodent","Control"
21275,12,14,1993,2,"DM","M","35","36","Dipodomys","merriami","Rodent","Control"
21284,12,14,1993,2,"DM","M","36","46","Dipodomys","merriami","Rodent","Control"
21325,2,1,1994,2,"DM","M","37","39","Dipodomys","merriami","Rodent","Control"
21385,2,20,1994,2,"DM","M","37","40","Dipodomys","merriami","Rodent","Control"
21435,3,11,1994,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
21442,3,11,1994,2,"DM","M","34","45","Dipodomys","merriami","Rodent","Control"
21448,3,11,1994,2,"DM","M","36","47","Dipodomys","merriami","Rodent","Control"
21502,4,10,1994,2,"DM","M","39","41","Dipodomys","merriami","Rodent","Control"
21505,4,10,1994,2,"DM","M","35","52","Dipodomys","merriami","Rodent","Control"
21555,5,18,1994,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
21560,5,18,1994,2,"DM","M","36","51","Dipodomys","merriami","Rodent","Control"
21708,8,17,1994,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
21757,9,6,1994,2,"DM","M","38","46","Dipodomys","merriami","Rodent","Control"
21814,10,12,1994,2,"DM","M","38","43","Dipodomys","merriami","Rodent","Control"
21879,11,1,1994,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
21940,12,4,1994,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
22003,1,11,1995,2,"DM","M","37","41","Dipodomys","merriami","Rodent","Control"
22042,2,4,1995,2,"DM","F","36","45","Dipodomys","merriami","Rodent","Control"
22044,2,4,1995,2,"DM","M","37","46","Dipodomys","merriami","Rodent","Control"
22105,3,4,1995,2,"DM","F","37","49","Dipodomys","merriami","Rodent","Control"
22109,3,4,1995,2,"DM","M","37","46","Dipodomys","merriami","Rodent","Control"
22168,4,1,1995,2,"DM","M","36","48","Dipodomys","merriami","Rodent","Control"
22250,4,29,1995,2,"DM","F","36","48","Dipodomys","merriami","Rodent","Control"
22368,6,27,1995,2,"DM","M","37","44","Dipodomys","merriami","Rodent","Control"
22375,6,27,1995,2,"DM","F","35","27","Dipodomys","merriami","Rodent","Control"
22444,7,20,1995,2,"DM","F","31","37","Dipodomys","merriami","Rodent","Control"
22550,8,26,1995,2,"DM","F","37","26","Dipodomys","merriami","Rodent","Control"
22560,8,26,1995,2,"DM","F","34","41","Dipodomys","merriami","Rodent","Control"
22689,9,23,1995,2,"DM","F","33","43","Dipodomys","merriami","Rodent","Control"
22842,10,28,1995,2,"DM","F","35","50","Dipodomys","merriami","Rodent","Control"
22853,10,28,1995,2,"DM","F","34","44","Dipodomys","merriami","Rodent","Control"
22865,10,28,1995,2,"DM","M","33","31","Dipodomys","merriami","Rodent","Control"
22880,10,28,1995,2,"DM","M","36","44","Dipodomys","merriami","Rodent","Control"
22896,10,28,1995,2,"DM","M","34","31","Dipodomys","merriami","Rodent","Control"
22997,12,2,1995,2,"DM","M","36","50","Dipodomys","merriami","Rodent","Control"
23002,12,2,1995,2,"DM","M","35","40","Dipodomys","merriami","Rodent","Control"
23003,12,2,1995,2,"DM","F","35","43","Dipodomys","merriami","Rodent","Control"
23041,12,2,1995,2,"DM","M","36","47","Dipodomys","merriami","Rodent","Control"
23044,12,2,1995,2,"DM","M","37","43","Dipodomys","merriami","Rodent","Control"
23115,12,21,1995,2,"DM","F","37","51","Dipodomys","merriami","Rodent","Control"
23117,12,21,1995,2,"DM","M","35","23","Dipodomys","merriami","Rodent","Control"
23120,12,21,1995,2,"DM","M","35","42","Dipodomys","merriami","Rodent","Control"
23136,12,21,1995,2,"DM","M","33","27","Dipodomys","merriami","Rodent","Control"
23144,12,21,1995,2,"DM","F","36","42","Dipodomys","merriami","Rodent","Control"
23156,12,21,1995,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
23169,12,21,1995,2,"DM","F","36","44","Dipodomys","merriami","Rodent","Control"
23220,1,27,1996,2,"DM","F","36","47","Dipodomys","merriami","Rodent","Control"
23225,1,27,1996,2,"DM","M","40","54","Dipodomys","merriami","Rodent","Control"
23234,1,27,1996,2,"DM","F","35","45","Dipodomys","merriami","Rodent","Control"
23237,1,27,1996,2,"DM","M","35","46","Dipodomys","merriami","Rodent","Control"
23243,1,27,1996,2,"DM","M","36","49","Dipodomys","merriami","Rodent","Control"
23257,1,27,1996,2,"DM","M","36","50","Dipodomys","merriami","Rodent","Control"
23341,2,24,1996,2,"DM","F","38","55","Dipodomys","merriami","Rodent","Control"
23345,2,24,1996,2,"DM","M","37","45","Dipodomys","merriami","Rodent","Control"
23357,2,24,1996,2,"DM","F","35","44","Dipodomys","merriami","Rodent","Control"
23365,2,24,1996,2,"DM","F","34","49","Dipodomys","merriami","Rodent","Control"
23368,2,24,1996,2,"DM","M","40","55","Dipodomys","merriami","Rodent","Control"
23403,2,24,1996,2,"DM","M","35","47","Dipodomys","merriami","Rodent","Control"
23498,3,23,1996,2,"DM","F","36","41","Dipodomys","merriami","Rodent","Control"
23519,3,23,1996,2,"DM","F","36","48","Dipodomys","merriami","Rodent","Control"
23522,3,23,1996,2,"DM","F","37","49","Dipodomys","merriami","Rodent","Control"
23549,3,23,1996,2,"DM","M","38","44","Dipodomys","merriami","Rodent","Control"
23565,3,23,1996,2,"DM","M","37","48","Dipodomys","merriami","Rodent","Control"
23645,4,14,1996,2,"DM","F","37","47","Dipodomys","merriami","Rodent","Control"
23650,4,14,1996,2,"DM","F","34","26","Dipodomys","merriami","Rodent","Control"
23687,4,14,1996,2,"DM","M","40","56","Dipodomys","merriami","Rodent","Control"
23703,4,14,1996,2,"DM","F","36","49","Dipodomys","merriami","Rodent","Control"
23895,5,23,1996,2,"DM","M","35","41","Dipodomys","merriami","Rodent","Control"
23899,5,23,1996,2,"DM","M","38","53","Dipodomys","merriami","Rodent","Control"
23902,5,23,1996,2,"DM","F","37","55","Dipodomys","merriami","Rodent","Control"
23904,5,23,1996,2,"DM","F","36","49","Dipodomys","merriami","Rodent","Control"
23922,5,23,1996,2,"DM","M","40","54","Dipodomys","merriami","Rodent","Control"
23929,5,23,1996,2,"DM","F","35","47","Dipodomys","merriami","Rodent","Control"
23936,5,23,1996,2,"DM","M","37","47","Dipodomys","merriami","Rodent","Control"
24027,6,13,1996,2,"DM","M","40","53","Dipodomys","merriami","Rodent","Control"
24045,6,13,1996,2,"DM","F","36","41","Dipodomys","merriami","Rodent","Control"
24197,7,20,1996,2,"DM","F","30","46","Dipodomys","merriami","Rodent","Control"
24292,8,14,1996,2,"DM","F","35","47","Dipodomys","merriami","Rodent","Control"
24306,8,14,1996,2,"DM","M","36","40","Dipodomys","merriami","Rodent","Control"
24393,9,21,1996,2,"DM","F","33","26","Dipodomys","merriami","Rodent","Control"
24396,9,21,1996,2,"DM","M","35","28","Dipodomys","merriami","Rodent","Control"
24407,9,21,1996,2,"DM","F","35","42","Dipodomys","merriami","Rodent","Control"
24443,9,21,1996,2,"DM","M","36","42","Dipodomys","merriami","Rodent","Control"
24537,10,12,1996,2,"DM","M","38","45","Dipodomys","merriami","Rodent","Control"
24546,10,12,1996,2,"DM","M","38","50","Dipodomys","merriami","Rodent","Control"
24549,10,12,1996,2,"DM","M","34","36","Dipodomys","merriami","Rodent","Control"
24553,10,12,1996,2,"DM","F","35","48","Dipodomys","merriami","Rodent","Control"
24681,11,16,1996,2,"DM","M","35","42","Dipodomys","merriami","Rodent","Control"
24682,11,16,1996,2,"DM","M","36","41","Dipodomys","merriami","Rodent","Control"
